113972,HORTO FLORESTAL,176482,"00000-000"
113973,FAZENDA SAO JOSE,176483,"00000-000"
113974,FAZENDA QUILOMBO,176484,"00000-000"
113975,FAZENDA MOINHO,168425,"13230-000"
113976,LOTEAMENTO COMANDANTE BARROS,176485,"00000-000"
135311,LOTEAMENTO COMANDANTE BARROS,176485,"00000-000"
113977,TRAVIU,176486,"00000-000"
113978,JARDIM GLORIA,176487,"00000-000"
113979,FAZENDA IMPERIO,176488,"13790-000"
113980,BAIRRO LARANJEIRAS,176489,"00000-000"
113981,JARDIM ROSEMARY 1,176490,"00000-000"
113982,JARDIM ROSEMARY,176490,"00000-000"
113983,JARDIM ROSEMARY,176490,"00000-000"
135312,JARDIM ROSEMARY QUARTA,176490,"00000-000"
113985,JARDIM MARGARIDA 1,176491,"00000-000"
113986,JARDIM MARGARIDA,176491,"00000-000"
113987,JARDIM MARGARIDA,176491,"00000-000"
113988,JARDIM MARGARIDA QUARTA,176491,"00000-000"
135313,CAPELA SAO CARLOS  UEAC,176492,"07500-000"
113989,BAIRRO POUSO ALEGRE  UEAC,173910,"07500-000"
113990,BAIRRO DO ITAIM,176493,"12100-000"
113991,BAIRRO DA PONTE ALTA,176494,"12100-000"
113992,BAIRRO DE SAO GONCALO,176495,"00000-000"
113993,BAIRRO DE SAO GONCALO,176495,"00000-000"
113994,BAIRRO DA PEDRA NEGRA,166260,"12100-000"
135314,NICOLAU COUTO RUIZ,176496,"12120-000"
113995,BAIRRO DE SAO GONCALO,176497,"00000-000"
113996,PARQUE TABAETE,176498,"00000-000"
113997,PARQUE TABAETE,176498,"00000-000"
113998,VILA SAO JOSE,176499,"00000-000"
113999,DISTRITO DE QUIRIRIM,176500,"00000-000"
114000,BAIRRO DO KM 7,176501,"17650-000"
135315,BAIRRO DO KM 7,176502,"00000-000"
114001,BAIRRO DO KM 7,176502,"00000-000"
114002,BAIRRO DO KM 7 QUARTA,176502,"00000-000"
114003,BAIRRO DO POUSO FRIO,176503,"10000-000"
114004,BAIRRO DA ESTIVA,176504,"00000-000"
114005,BAIRRO DA ESTIVA,176504,"00000-000"
114006,BAIRRO DA ESTIVA,176504,"00000-000"
135316,BAIRRO DA ESTIVA,176504,"00000-000"
114007,BAIRRO DA ESTIVA,176504,"00000-000"
114008,BAIRRO DA ESTIVA,176504,"00000-000"
114009,JARDIM CALIFORNIA,176505,"00000-000"
114010,JARDIM CALIFORNIA,176505,"00000-000"
114011,JARDIM CALIFORNIA,176505,"00000-000"
135317,JARDIM CALIFORNIA,176505,"00000-000"
114012,VILA SAO GERALDO,176506,"00000-000"
114013,VILA SAO GERALDO,176506,"00000-000"
114014,VILA SAO GERALDO,176506,"00000-000"
114015,PARQUE SAO BENTO,176507,"00000-000"
114016,PARQUE SAO BENTO,176507,"00000-000"
135318,PARQUE SAO BENTO,176507,"00000-000"
114017,PARQUE SAO BENTO,176507,"00000-000"
114018,VILA JUVENAL,176508,"12700-000"
114019,BAIRRO DO TAPANHAO,176509,"00000-000"
135319,FAZENDA MIMOSA,176510,"00000-000"
114021,PATRIMONIO CLARINEA,176511,"18900-000"
114022,GLEBA 9,176512,"00000-000"
135320,FAZENDA SANTA ROSA,176513,"00000-000"
114023,BAIRRO DOS QUADROS,176514,"18440-000"
114024,AGROVILA I,176515,"00000-000"
114025,AGROVILA I,176515,"00000-000"
114026,AGROVILA II,167081,"18440-000"
114027,AGROVILA II,167081,"18440-000"
81646,NUCLEO SUCURITA,176516,"19470-000"
114028,BAIRRO DO RIO ABAIXO,165396,"08750-000"
114029,FAZENDA SAO SEBASTIAO,176517,"00000-000"
114030,GLEBA RIBEIRAO BONITO,176518,"19280-000"
114031,COLONIA SANTA ZELIA,176519,"00000-000"
135321,SITIO SANTO ANTONIO,173271,"17600-000"
114032,FAZENDA SANTA ISMALIA,176520,"17410-000"
114033,PROJETO ESPERANCA  UEAC,172139,"19450-000"
114034,FAZENDA BOA SORTE,176521,"00000-000"
114035,FAZENDA TABAPUA,176522,"00000-000"
114036,PONTE ANHUMAS,176523,"19470-000"
135322,JARDIM CAMPOS ELISEOS,176524,"13480-000"
114037,JARDIM CAMPOS ELISEOS,176524,"13480-000"
114038,JARDIM CAMPOS ELISEOS,176524,"13480-000"
114039,JARDIM DO LAGO,176525,"13480-000"
114040,JARDIM DO LAGO,176525,"13480-000"
114041,FAZENDA EMILIO SPEER,166746,"18600-000"
135323,BAIRRO CAI DE BAIXO,167344,"13310-000"
114042,BAIRRO BARIRI GRANDE,176526,"00000-000"
114043,FAZENDA CAMPO VERDE,176527,"15230-000"
114044,ESTACAO SANTA IRENE,176528,"00000-000"
114045,FAZENDA APARECIDA,169130,"14700-000"
114046,POSTO INDIGENA ARARIBA,176529,"16680-000"
135324,ALDEIA BANANAL,176530,"11750-000"
114047,BAIRRO NOVA FATIMA,176531,"16480-000"
114048,FAZENDA PIRAQUARA  UEAC,165595,"11740-000"
114049,FAZENDA SAO FRANCISCO  UEAC,165608,"11750-000"
114050,BAIRRO ALTO DA BOA VISTA,176532,"17800-000"
114051,BAIRRO ALTO DA BOA VISTA,176533,"17800-000"
135325,BAIRRO ALTO DA BOA VISTAAGRUP A 534961,176533,"17800-000"
114052,BAIRRO AIDELANDIA,176534,"17800-000"
114053,BAIRRO AIDELANDIA,176534,"17800-000"
114054,BAIRRO AIDELANDIATERCEIRA,176534,"17800-000"
135326,BAIRRO PATURY,176535,"17880-000"
114056,NUCLEO PATURYSEGUNDA,176535,"17880-000"
114057,NUCLEO PATURYTERCEIRA,176535,"17880-000"
114058,GLEBA 8UEAC,176536,"16900-000"
135327,GLEBA 3UEAC,176537,"16900-000"
114059,GLEBA 5,176538,"16900-000"
114060,BAIRRO DO VIDRO,176539,"12530-000"
114061,BAIRRO DO MATO DENTRO,176540,"12300-000"
114062,BAIRRO DO MATO DENTRO,176540,"12300-000"
135328,BAIRRO DOS FONSECAS,176541,"12380-000"
114063,BAIRRO BANDEIRANTES,176542,"17600-000"
114064,FAZENDA LUIZ PORTO,176543,"12380-000"
114065,TERMAS DE IBIRA,176544,"15860-000"
114066,TERMAS DE IBIRA,176544,"15860-000"
114067,FAZENDA AGUAPEU,176545,"11740-000"
135329,BAIRRO DO BANANAL  UEAC,176546,"11750-000"
114068,ILHA CARAGUATA,176547,"11500-000"
114069,ILHA CARAGUATA,176547,"11500-000"
114070,SITIO DO PICAPAU AMARELO,176548,"11500-000"
114071,PORUBA,176549,"11680-000"
114072,PRAIA DO CAMBURI,176550,"11680-000"
135330,CHAVE MANZANO,172582,"19360-000"
114073,FAZENDA FAROESTE,169742,"13560-000"
114074,BAIRRO DA ANGOLA DE CIMA,166097,"12380-000"
114075,BAIRRO DA VARGEM GRANDE,175062,"12380-000"
114076,BAIRRO DA AGUA BRANCA,166024,"12340-000"
135331,AGUA DA ONCA,172605,"19800-000"
114077,CLPROVJTO A DRJOSE AUGUSTO DE CARVALHO,176551,"19880-000"
114078,FAZENDA CANADA,176552,"19800-000"
114079,FAZENDA CANADA,176552,"19800-000"
114080,SITIO NICODEMOS,172604,"19800-000"
114081,FAZENDA BELA VISTA,172594,"19800-000"
135332,CLPROVJTO A DRJOSE AGUSTO DE CARVALHO,176553,"09880-000"
114082,AGUA DA ONCA,172605,"19800-000"
114083,BAIRRO PITANGUEIRAS,172654,"19840-000"
114084,FAZENDA BOM GOSTO,176554,"17500-000"
114085,FAZENDA SANTA CATARINA,176555,"17430-000"
114086,FAZENDA IGURE,176556,"17400-000"
114087,CILLOS,176557,"00000-000"
135333,FAZENDA SANTA RICARDA,174255,"17400-000"
114088,COLONIA RIOGRANDENSE,176558,"19840-000"
114089,FAZENDA SAO PEDRO,176559,"17450-000"
135334,FAZENDA SAO JOSE,176560,"17450-000"
114091,PATRIMONIO DE SODRELIA,173138,"18900-000"
135335,BAIRRO DA FIGUEIRA,173126,"18900-000"
114092,FAZENDA CARRETAO,176561,"18900-000"
114093,SERTAO DOS TOURINHOS,176562,"11660-000"
114094,LEONIZIA ALVES DA CRUZ VALLE PROFA,176563,"11630-000"
114095,BAIRRO DO CURRAL,176563,"11630-000"
114096,BAIRRO DO CURRAL,176563,"11630-000"
135336,FAZENDA FONTE NOVA,176564,"13450-000"
114097,FAZENDA FONTE NOVA,176565,"00000-000"
114098,BAIRRO SANTA AMERICA,176566,"16450-000"
114099,BAIRRO SANTA AMERICA,176566,"16450-000"
114100,BAIRRO SANTA AMERICA,176566,"16450-000"
135337,DISTRITO DE PRADINIA,176567,"RUA RICARDO DE LION, 150 - PRADINIA - 16600-000"
114101,DISTRITO DE PRADINIA,176568,"16600-000"
114102,CLPROV3 JTO A JOAQUIM DE TOLEDO PIZA ALMEIDA CEL,176569,"16600-000"
114103,BAIRRO DO BANANAL,176570,"11750-000"
114104,BAIRRO DO BANANAL,176546,"11750-000"
135338,BAIRRO PARAITINGA,176571,"12530-000"
114105,BAIRRO PARAITINGA,176571,"12530-000"
114106,BAIRRO PARAITINGATERCEIRA,176571,"12530-000"
114107,BAIRRO DO PEDRO LEME,165886,"12580-000"
114108,BAIRRO SAO JOAO,176572,"18220-000"
135339,BAIRRO BOA VISTA,176573,"13320-000"
114109,BAIRRO ITARARE,176574,"18120-000"
114110,BAIRRO PORTA DO SOL,176575,"18120-000"
114111,BAIRRO PORTA DO SOL,176575,"18120-000"
114112,BAIRRO SEBANDILHA,176576,"18120-000"
135340,BAIRRO PORTA DO SOL,176575,"18120-000"
114113,BAIRRO CAPUAVA,176577,"18120-000"
114114,BAIRRO DOS ALVES,167820,"18160-000"
114115,BAIRRO RIO BONITO,176578,"18180-000"
114116,DO GREEN VALLEY,176579,"18110-000"
114117,DE LAURO PENTEADO,176580,"16250-000"
135341,DE LAURO PENTEADO,176581,"16250-000"
114118,FAZENDA SANTA TEREZA,176582,"15620-000"
114119,BAIRRO DA DULCELINA,170618,"15630-000"
114120,BAIRRO AREIA BRANCA,176583,"15745-000"
114121,CORREGO DO EMERENCIANO,170666,"15670-000"
114122,FAZENDA SANTA ROSA,176584,"15137-000"
135342,FAZENDA PONTAL,176585,"15495-000"
114123,FAZENDA SAO JORGE,176586,"15495-000"
135343,JARDIM BRASILIA,176587,"00000-000"
114124,FAZENDA MORRO ALTO,176588,"13600-000"
114125,BAIRRO DA PEDREIRA,176589,"12940-000"
135344,BAIRRO ESMERALDA,176590,"00000-000"
114126,BAIRRO RIO ACIMA,176591,"00000-000"
114127,FAZENDA NOVA UNIAO,176592,"00000-000"
114128,BAIRRO DA ENCRUZILHADA,167974,"12950-000"
114129,BAIRRO DOS PINTOS,176593,"12950-000"
135345,BAIRRO DA PENHA,176594,"00000-000"
114130,BAIRRO AGUDO DOS MENIN,176595,"00000-000"
114131,BAIRRO DOS CURITIBANOS,164986,"12900-000"
114132,JARDIM IGUATEMI,176596,"12900-000"
114133,JARDIM IGUATEMI,176596,"12900-000"
114134,BAIRRO DA AGUA COMPRIDA,176597,"00000-000"
135346,BAIRRO DA PENHA,176594,"00000-000"
114135,BAIRRO DO PASSA TRES,176598,"00000-000"
114136,BAIRRO DOS CARVALHOS,176599,"12980-000"
114137,BAIRRO SANTA LUZIA,173989,"12960-000"
114138,BAIRRO MASCATE,176600,"12960-000"
114139,BAIRRO QUATRO CANTOS II,176601,"00000-000"
135347,BAIRRO SERTAOZINHO,176602,"12960-000"
114140,BAIRRO DOS TUNCUNS,176603,"00000-000"
114141,BAIRRO DO CORREGO RASO,176604,"12920-000"
114142,BAIRRO TAPERA,176605,"12995-000"
114143,FAZENDA BELA VISTA,176606,"00000-000"
114144,BAIRRO DAS PALMEIRAS,176607,"12970-000"
135348,BAIRRO DO PIAO,168113,"12970-000"
114145,BAIRRO GONCALVES DE BAIXO,176608,"12970-000"
114146,BAIRRO DOS CAMILOS,176609,"00000-000"
114147,BAIRRO DO CURRUPIRA,176610,"00000-000"
114148,BAIRRO BARAO DE IBITINGA,176611,"00000-000"
114149,VILA NOVA,176612,"00000-000"
135349,VILA NOVA,176612,"00000-000"
114150,VILA NOVA,176612,"00000-000"
114151,VILA NOVA,176612,"00000-000"
114152,LOTEAMENTO RURAL BAIRRO SANTA CANDIDA,176613,"13100-000"
114153,FAZENDA CAPOEIRA GRANDE,176614,"13120-000"
135350,BAIRRO DOS ORTIZES,176615,"00000-000"
114154,BAIRRO PINHEIRINHO,176616,"13280-000"
114155,JARDIM DAS BANDEIRAS,176617,"00000-000"
114156,JARDIM DAS BANDEIRAS,176617,"00000-000"
114157,JARDIM ICARAI,176618,"RRAFAEL PAULO DE OLIVEIRA, 93 - JD ICARAI - 13051-411"
114158,JARDIM ICARAI,176619,"00000-000"
135351,FAZENDA ESTIVA,176620,"00000-000"
114160,JARDIM FERNANDA,175656,"13100-000"
114161,JARDIM FERNANDA,175656,"13100-000"
114162,BAIRRO TRES MARIAS,176033,"13100-000"
135352,CONJUNTO HABITACIONAL DR MAURO MARCONDES,176201,"13100-000"
114163,PARQUE RESIDENCIAL INDAIA,176202,"13330-000"
114164,FAZENDA ESPIRITO SANTO,176621,"13330-000"
114165,BAIRRO MATO DENTRO,168239,"13330-000"
114166,BAIRRO MIRIM,168242,"13330-000"
114167,FAZENDA FAZENDINHA,176622,"00000-000"
135353,FAZENDA SAO JOSE DA BELA VISTA,176623,"00000-000"
114168,FAZENDA BELA VISTA,176624,"00000-000"
114169,FAZENDA PALMEIRAS,176625,"13760-000"
114170,FAZENDA VARGEDO,176626,"00000-000"
114171,FAZENDA CIDREIRA,176627,"00000-000"
114172,FAZENDA MORRO ALTO,176628,"13210-000"
114173,BAIRRO DE MONTE SERRAT,176629,"13210-000"
135354,MONTE SERRAT,168456,"13210-000"
114174,FAZENDA PRIMAVERA,176630,"13240-000"
114175,FAZENDA SANTO ANTONIO,176631,"13290-000"
114176,FAZENDA SANTA IGNACIA,176632,"00000-000"
114177,FAZENDA BOA VISTA,176633,"13630-000"
114178,VILA SANTA FE,176634,"00000-000"
135355,VILA SANTA FE,176634,"00000-000"
114179,FAZENDA BELA VISTA,176635,"13990-000"
114180,FAZENDA BELA VISTA PRIMEIRA,176636,"13990-000"
114181,FAZENDA MARAVILHA,176637,"13990-000"
114182,ESTACAO DE MOTTA PAES,176638,"13990-000"
82002,BAIRRO DO FUNIL,176639,"13990-000"
114183,FAZENDA JARAGUA DE SAO JOSE,176640,"13990-000"
114184,FAZENDA NOVA AMERICA,176641,"00000-000"
114185,BAIRRO CORREGO AZUL,174022,"13800-000"
114186,BAIRRO DO CAMPO REDONDO,176642,"17380-000"
114187,FAZENDA SAO JOAQUIM,176643,"00000-000"
82123,BAIRRO DOS MATHEUS,176644,"00000-000"
114188,CAMPO DA AVIACAO,176645,"00000-000"
114189,FAZENDA SANTA RITA DO QUARTEL,176646,"00000-000"
114190,FAZENDA ACUDINHO,176647,"13770-000"
114191,BAIRRO DAS MATAS,176648,"00000-000"
114192,BAIRRO SAO JOAO DE CIMA,176649,"00000-000"
82181,BAIRRO CAMPO REDONDO,176650,"00000-000"
114193,FAZENDA CHAPADAO,176651,"13870-000"
82389,BAIRRO MAMONAL,173756,"13870-000"
114194,BAIRRO VICENTIN,176652,"00000-000"
114195,BAIRRO CAIAPIA,176653,"13400-000"
82448,BAIRRO SITIO NOVO,168770,"13380-000"
114196,BAIRRO SANTO ANTONIO,176654,"00000-000"
114197,ARRAIAL DE SAO BENTO,176655,"00000-000"
114198,JARDIM IPANEMA,176656,"00000-000"
114199,BAIRRO CRUZ CAIADA,176657,"00000-000"
114200,BAIRRO DE ITAPEVA,176658,"00000-000"
114201,BAIRRO DE ITAPEVA,176658,"00000-000"
82630,BAIRRO CAMBARA,176659,"00000-000"
114202,BAIRRO CAMBARA,176659,"00000-000"
114203,BAIRRO CAMBARA,176659,"00000-000"
114204,BAIRRO SANTANA,176660,"13520-000"
114205,FAZENDA CAVALINHO,176661,"00000-000"
135356,FAZENDA BARRA BONITA,166092,"12380-000"
114206,BAIRRO DO MATO DENTRO,176662,"12530-000"
114207,BAIRRO DA ROCINHA,176663,"12530-000"
114208,BAIRRO JARDIM DO VALE,176267,"12500-000"
114209,BAIRRO JARDIM DO VALE,176267,"12500-000"
114210,BAIRRO PONTE PRETA,176664,"12130-000"
135357,BAIRRO RIBEIRAO DE BAIXO,176665,"12130-000"
114211,BAIRRO BARRO VERMELHO,176666,"12130-000"
114212,BAIRRO DO BARREIRO,176667,"12130-000"
114213,BAIRRO DO FAXINAL,176668,"12130-000"
114214,GLEBA GUARANJANGA,176669,"12530-000"
114215,BAIRRO DO CEDRO,176670,"12530-000"
135358,FAZENDA SANTA TEREZINHA,176671,"12530-000"
114216,BAIRRO DO AMORIM,176672,"12530-000"
114217,BAIRRO DA SANTA CRUZ,176673,"12530-000"
114218,FAZENDA NECA VERDI,176674,"15600-000"
114219,FAZENDA GANDOLFI,176675,"15600-000"
114220,BAIRRO CARIRU,170777,"15150-000"
135359,FAZENDA CACHOEIRA,176676,"15120-000"
114221,FAZENDA ABELHAS,176677,"15895-000"
114222,FAZENDA HARAS GRACIOSA,169675,"13690-000"
114223,FAZENDA PAU DALHO,176110,"13690-000"
114224,FAZENDA SAO JOAQUIM,169738,"13560-000"
135360,FAZENDA SAO PEDRO,176678,"15860-000"
114225,SITIO DURIGAN,175520,"15860-000"
114226,FAZENDA SANTA PAULA,176679,"14960-000"
114227,FAZENDA APARECIDA,176680,"14960-000"
114228,FAZENDA SANTA MARIA,176681,"15540-000"
135361,FAZENDA SAO JOAQUIM,176682,"15540-000"
114230,FAZENDA DOS MESTICOS,176683,"15570-000"
114231,BAIRRO DO SUCURI,176684,"15530-000"
114232,FAZENDA ALTO ALEGRINHO,176685,"15530-000"
135362,FAZENDA PIEDADE,176686,"15530-000"
114233,BAIRRO VISTA ALEGRE,171266,"15170-000"
114234,FAZENDA LOPES,176687,"15170-000"
114235,FAZENDA FLORIDA,176688,"15520-000"
114236,FAZENDA PIEDADE,176689,"15510-000"
114237,FAZENDA DO ENGENHO,176690,"15500-000"
135363,FAZENDA SANTA HELENA,176691,"15200-000"
114238,BAIRRO PEROBAS,170649,"15700-000"
114239,BAIRRO DA SOFIA,170643,"15700-000"
114240,CORREGO DO BACURI,176692,"15760-000"
114241,VILA SAO GERALDO,176435,"18650-000"
135364,BAIRRO DOS TEODOROS,176693,"18240-000"
114242,BAIRRO PALMEIRAS,176694,"18700-000"
114243,BAIRRO DO CAVALINHO,176695,"18240-000"
114244,BAIRRO DO LARANJAL,176696,"18240-000"
114245,BAIRRO DO CERRO,166796,"18240-000"
114246,FAZENDA SANTA FE,176697,"18300-000"
135365,BAIRRO DO RINCAO,176698,"18250-000"
114247,BAIRRO CHAPADA GRANDE,176699,"18200-000"
114248,FAZENDA VISTA ALEGRE,166949,"18200-000"
114249,BAIRRO ALTO DO RETIRO,176700,"18200-000"
114250,BAIRRO ALTO DO CERCADINHO,176701,"18200-000"
114251,VILA BELO HORIZONTE,176702,"18200-000"
135366,DO DISTRITO DE RECHA,176703,"18200-000"
114252,BAIRRO PINHAL,176704,"18200-000"
114253,CENTRAL PARQUE GRAMADAO,167011,"18230-000"
114254,FAZENDA ESTIVA,176705,"18230-000"
114255,FAZENDA SAO VIRGILIO,167028,"18230-000"
114256,FAZENDA HELOIZA,176706,"18230-000"
135367,FAZENDA NOVA AMERICA,176707,"13300-000"
114257,FAZENDA PAU DALHO,176708,"13300-000"
114258,CHACARA DO ROSARIO,176709,"13300-000"
114259,BAIRRO CAMPO LARGO,175155,"18540-000"
114260,BAIRRO INDAIATUBA,167397,"18540-000"
114261,COLONIA RODRIGO SILVA,176710,"18540-000"
135368,BAIRRO LAGEADO,176711,"18140-000"
114262,BAIRRO OLINTO,176712,"18140-000"
114263,BAIRRO PIRATUBA,176713,"18140-000"
135369,BAIRRO CARMO MESSIAS,176714,"18140-000"
135370,BAIRRO GOIANA,176715,"18130-000"
114264,BAIRRO GUACU,167521,"18130-000"
114265,BAIRRO PONTE LAVRADA,176716,"18130-000"
114266,FAZENDA BUTANTA,176717,"18130-000"
114267,BAIRRO GABRIEL PIZA,176718,"18130-000"
135371,BAIRRO DOS ARRUDAS,176719,"18260-000"
114268,BAIRRO DOS LOPES,167648,"18260-000"
114269,BAIRRO GUARAPO DOS ANDRES,176720,"18270-000"
114270,BAIRRO DOS FRAGAS,176721,"18270-000"
114271,BAIRRO DA AREIA VERMELHA,176722,"18530-000"
114272,BALNEARIO VIAREGGIO,176723,"11920-000"
135372,BAIRRO MORRO DA FUMACA,176724,"11760-000"
114273,BAIRRO TAQUARUSSU,173364,"11760-000"
114274,BAIRRO RIBEIRAO FUNDO DE CIMA,176725,"11800-000"
114275,FAZENDA DR PAULO DE CASTRO,175836,"11800-000"
114276,BAIRRO CACHOEIRINHA,176726,"11800-000"
135373,FAZENDA RIBEIRAO GRANDE AGRUP A 423579,176727,"11800-000"
114277,BAIRRO POSSEIROS  UEAC,176728,"11790-000"
114278,BAIRRO FAU,173451,"11850-000"
114279,BAIRRO INCOMAGER,173495,"11960-000"
114280,BAIRRO MENINOS,176729,"11960-000"
114281,BAIRRO IVAPORUNDUVA,175854,"11960-000"
114282,BAIRRO BOA ESPERANCA,176730,"11900-000"
135374,BAIRRO PADRE ANDRE,176731,"11940-000"
114283,BAIRRO CENTRO DA POCA,176732,"11960-000"
114284,BAIRRO MORRO PRETO,173498,"11960-000"
114285,BAIRRO ANTA GORDA,176733,"11950-000"
114286,JARDIM MUNIZ,176734,"11950-000"
114287,JARDIM PAULISTANO,176735,"11900-000"
135375,BAIRRO ESTIRAO DO CARAPIRANGA AGRUP A 511808,175209,"11900-000"
114288,BAIRRO SAIBADELA,176736,"11910-000"
114289,BAIRRO JOELHO NOVO,176737,"11940-000"
114290,BAIRRO RIBEIRAO BONITO,167770,"18170-000"
114291,BAIRRO TURVO DOS MONOS,176738,"18180-000"
114292,BAIRRO DOS TENORIOS,176739,"18170-000"
135376,BAIRRO SARAPUI DOS ANTUNES,176422,"18170-000"
